Age,Gender,Stream,Internships,CGPA,Hostel,HistoryOfBacklogs,PlacedOrNot
21,Male,Computer Science,1,6,0,1,0
21,Female,Civil,2,7.034445756,0,0,0
21,Male,Information Technology,2,8,0,0,1
22,Male,Information Technology,1,8,0,0,1
21,Male,Civil,0,7.072773585,1,0,0
20,Male,Computer Science,0,6,0,0,0
21,Male,Civil,0,6,0,0,0
21,Male,Information Technology,1,7,0,0,0
22,Male,Electrical,1,7,0,0,0
26,Female,Information Technology,0,7,0,0,1
20,Male,Information Technology,0,9,0,0,1
23,Female,Computer Science,1,8,1,0,1
22,Male,Information Technology,2,7.960098262,0,0,1
21,Male,Computer Science,1,6,0,0,0
20,Female,Information Technology,1,7,0,0,0
22,Male,Computer Science,1,4.991261807,0,0,0
20,Male,Information Technology,1,7,0,0,1
21,Male,Mechanical,0,7.017976277,1,0,1
21,Male,Information Technology,1,8.924922471,0,0,1
19,Male,Information Technology,2,6,0,0,1
21,Male,Information Technology,0,6,0,1,0
21,Male,Mechanical,0,7,1,0,0
22,Male,Civil,1,7,0,0,0
22,Male,Electrical,1,7,0,1,0
23,Male,Electronics And Communication,1,7,0,0,1
21,Male,Electronics And Communication,0,8,0,0,1
22,Male,Electronics And Communication,2,8,0,0,1
20,Male,Computer Science,0,8,0,1,1
26,Male,Computer Science,0,5.988674853,0,1,1
22,Male,Electronics And Communication,0,7,0,0,0
21,Male,Computer Science,1,8,0,0,1
21,Male,Electronics And Communication,1,7,0,1,1
22,Male,Electronics And Communication,1,7,0,1,0
19,Female,Civil,1,8,0,0,1
21,Male,Information Technology,0,6.91229579,0,0,0
21,Male,Electrical,1,6.04202403,0,0,0
21,Female,Electrical,1,8,0,1,1
21,Male,Electronics And Communication,0,8,0,0,1
21,Male,Computer Science,1,8,0,0,1
23,Male,Computer Science,0,6,0,0,0
23,Male,Computer Science,0,7,0,0,0
21,Male,Computer Science,2,5.927753489,0,0,1
21,Male,Electrical,0,6.903235093,0,0,0
21,Female,Computer Science,0,5.908730379,1,0,0
22,Male,Mechanical,0,7,1,0,1
21,Male,Electrical,1,6.080199172,0,0,1
20,Female,Information Technology,1,8,1,0,1
23,Male,Information Technology,1,6,0,1,0
22,Male,Information Technology,2,5.976668365,0,0,1
21,Male,Computer Science,1,7,0,0,0
22,Male,Information Technology,1,9,0,0,1
21,Male,Information Technology,0,5.961417744,0,1,0
21,Male,Information Technology,0,6,0,1,0
19,Male,Electrical,0,8,0,0,1
26,Female,Information Technology,0,7.072521879,0,0,0
23,Male,Civil,0,7,0,0,0
20,Male,Electronics And Communication,2,7,0,0,1
21,Male,Electronics And Communication,2,8,0,0,1
22,Male,Mechanical,1,8,1,0,1
22,Male,Computer Science,0,6.937066278,0,0,0
24,Male,Computer Science,0,6.089918457,0,0,1
22,Male,Electrical,0,7,0,1,0
21,Male,Computer Science,0,6.94688619,0,0,0
22,Male,Electronics And Communication,1,6.003882834,1,1,0
22,Male,Computer Science,3,6,0,1,0
21,Female,Computer Science,2,7.04380993,1,1,0
21,Male,Electronics And Communication,0,8,0,1,1
21,Male,Mechanical,0,6.924156266,1,0,0
20,Male,Computer Science,1,7,0,0,0
20,Male,Computer Science,0,7,0,1,0
20,Male,Electronics And Communication,1,8,1,1,1
21,Male,Computer Science,1,5.953796075,0,0,0
23,Male,Electronics And Communication,1,6.906452186,0,0,0
21,Male,Civil,0,7,0,0,0
20,Female,Electrical,0,6,0,0,0
19,Male,Computer Science,1,7,0,0,0
20,Male,Computer Science,0,9,0,1,1
22,Male,Electrical,0,7.945727386,0,0,1
23,Male,Information Technology,1,7,0,0,1
21,Male,Electrical,2,7,1,1,1
20,Female,Mechanical,1,8,1,0,1
22,Female,Information Technology,0,6,0,0,1
21,Male,Electronics And Communication,2,7.929524049,0,0,1
21,Male,Computer Science,0,7,0,0,0
22,Male,Civil,1,6.078676066,0,0,0
22,Male,Mechanical,1,7,1,0,0
21,Female,Electronics And Communication,1,6.952003688,0,0,0
23,Male,Civil,1,6,0,1,0
19,Male,Mechanical,0,6,0,0,1
21,Male,Computer Science,1,7.023593233,0,0,1
22,Male,Information Technology,1,5,1,0,0
22,Male,Computer Science,0,6,0,1,0
22,Male,Civil,2,7.96608407,0,0,1
20,Male,Computer Science,1,8,0,0,1
22,Male,Information Technology,1,6,0,0,0
22,Male,Mechanical,0,6,1,0,0
21,Male,Information Technology,0,6,0,1,1
22,Male,Computer Science,0,7,0,1,0
20,Male,Computer Science,1,7,0,0,0
23,Male,Civil,1,8,0,0,1
22,Male,Mechanical,0,7,1,0,0
21,Male,Computer Science,1,8.009130644,0,0,1
21,Male,Electrical,1,7.918986143,0,0,1
24,Male,Mechanical,0,5.935100669,1,0,1
21,Male,Computer Science,0,5.991834115,0,1,0
19,Male,Electronics And Communication,0,8,0,0,1
21,Male,Electronics And Communication,1,8.062335844,0,0,1
21,Male,Electrical,1,5,0,0,0
21,Male,Electronics And Communication,0,7,0,0,1
20,Male,Electronics And Communication,0,8,0,0,1
22,Male,Electrical,0,9,0,0,1
22,Male,Civil,2,6.917450506,0,0,0
22,Male,Computer Science,2,8,0,0,1
23,Male,Information Technology,0,5,0,0,0
22,Male,Electronics And Communication,1,8,0,1,1
22,Male,Computer Science,1,7,0,0,1
22,Male,Civil,0,6.004367338,0,1,0
19,Male,Computer Science,0,9,0,1,1
21,Male,Computer Science,0,7,0,1,0
23,Female,Computer Science,0,7,1,1,0
21,Male,Mechanical,1,8,1,1,1
21,Male,Electronics And Communication,0,7,0,0,0
21,Male,Computer Science,0,7.941896343,0,0,1
20,Male,Mechanical,0,7,1,0,0
19,Male,Computer Science,1,6,0,0,0
26,Male,Electrical,0,6.934687816,1,0,0
20,Male,Computer Science,0,7,0,1,0
22,Male,Information Technology,0,6,0,0,0
19,Male,Civil,1,7,0,0,0
21,Male,Information Technology,1,9,1,0,1
20,Male,Electronics And Communication,1,9,1,1,1
26,Male,Electrical,0,9,0,1,1
22,Male,Information Technology,2,6,0,0,1
21,Male,Mechanical,1,8,1,0,1
20,Male,Information Technology,0,7,0,0,0
22,Female,Electronics And Communication,0,8,0,0,1
21,Male,Electronics And Communication,0,7.93181324,0,0,1
21,Male,Electronics And Communication,1,7,0,1,1
23,Male,Information Technology,1,8,0,0,1
20,Male,Mechanical,1,9,1,0,1
21,Male,Electrical,0,8,0,0,1
23,Female,Mechanical,1,7,1,0,0
22,Male,Electronics And Communication,1,8,1,1,1
21,Male,Civil,0,7,0,0,1
26,Male,Computer Science,0,6,0,1,1
24,Male,Electronics And Communication,1,8.929620156,0,0,1
21,Female,Computer Science,1,8,1,0,1
21,Male,Civil,1,7,0,0,0
22,Female,Information Technology,3,6,1,1,0
25,Male,Computer Science,1,8.038014749,0,0,1
22,Male,Information Technology,1,7,0,0,0
22,Male,Civil,2,8,0,0,1
21,Female,Computer Science,1,8,1,0,1
22,Male,Computer Science,1,5.935996323,0,0,0
21,Female,Electronics And Communication,2,9,0,0,1
20,Male,Information Technology,0,6,0,0,0
22,Male,Information Technology,1,6,0,0,0
24,Male,Civil,1,6.95707528,0,1,1
21,Female,Electronics And Communication,3,6,0,0,1
21,Male,Electrical,0,7,0,0,0
24,Female,Information Technology,0,6,0,0,1
22,Female,Computer Science,0,6,1,0,0
21,Male,Mechanical,1,7.990281515,1,0,1
23,Male,Mechanical,0,8,1,0,1
22,Male,Civil,1,8,0,0,1
22,Male,Civil,0,5.936558781,1,0,0
22,Male,Mechanical,0,9,1,1,1
19,Male,Computer Science,0,8,0,0,1
21,Male,Information Technology,2,7,0,1,0
21,Male,Electrical,1,8,0,0,1
21,Male,Information Technology,0,5,0,1,0
22,Male,Electronics And Communication,0,7,0,0,0
22,Male,Mechanical,0,6.029267965,1,0,0
21,Male,Electronics And Communication,2,6.96138275,1,1,1
22,Male,Electronics And Communication,1,7.053771892,0,0,0
20,Male,Electronics And Communication,0,7.902281302,0,0,1
21,Male,Computer Science,1,7,0,0,0
19,Male,Information Technology,0,7,0,0,0
23,Female,Computer Science,1,8,1,0,1
22,Male,Computer Science,0,8,0,1,1
22,Male,Computer Science,1,8,0,0,1
24,Male,Mechanical,1,8,1,0,1
23,Female,Computer Science,1,8,0,1,1
19,Male,Information Technology,1,8,0,0,1
21,Female,Computer Science,1,7.059833644,1,0,1
19,Male,Electrical,0,8,0,0,1
23,Female,Electronics And Communication,2,6.095294345,0,0,0
19,Male,Mechanical,0,7,1,0,0
22,Male,Electrical,1,5.953215114,0,0,0
21,Male,Computer Science,0,8,0,0,1
21,Male,Civil,1,7.980343994,0,0,1
22,Female,Computer Science,0,6,1,0,0
21,Male,Civil,3,5.961750177,1,0,1
24,Male,Mechanical,0,6,1,0,1
22,Male,Computer Science,1,6.907381294,0,0,1
22,Male,Electronics And Communication,3,6,0,0,1
19,Male,Mechanical,1,6,1,0,0
20,Male,Electrical,2,7,1,0,1
25,Male,Computer Science,1,8.0529919,0,0,1
19,Male,Mechanical,0,7,1,0,0
22,Male,Information Technology,2,6.009685001,0,0,1
21,Male,Electronics And Communication,0,5.910080429,0,0,0
22,Male,Computer Science,1,6.090117139,0,0,0
20,Male,Electronics And Communication,1,6,1,1,0
20,Male,Computer Science,1,7,0,0,0
21,Male,Electrical,0,7,0,0,0
21,Female,Electronics And Communication,1,8,0,0,1
21,Male,Computer Science,0,6.997257033,0,1,0
22,Male,Information Technology,1,6.969481928,0,0,0
22,Male,Civil,0,6,0,0,1
20,Male,Mechanical,1,6,1,0,0
21,Female,Electronics And Communication,0,7,0,0,0
20,Male,Information Technology,1,8,1,1,1
20,Male,Computer Science,0,5,0,0,0
24,Male,Electronics And Communication,1,8,0,1,1
21,Female,Computer Science,0,7.003560695,1,1,1
22,Male,Civil,0,7,0,0,0
21,Male,Computer Science,3,6.043743791,0,0,1
23,Female,Information Technology,0,7,0,0,0
20,Male,Mechanical,0,8,1,0,1
20,Male,Electrical,0,9,0,1,1
22,Male,Civil,1,8,0,0,1
21,Male,Civil,1,6,0,0,0
21,Male,Electrical,1,6.063055642,0,0,0
24,Male,Mechanical,0,6.097355047,0,0,1
21,Male,Computer Science,0,6,0,1,0
22,Female,Computer Science,3,6,1,0,1
20,Female,Computer Science,0,7,1,0,0
21,Male,Mechanical,1,5.90021606,1,0,0
21,Male,Computer Science,0,6.955817855,0,0,1
21,Male,Civil,0,5.903593763,0,0,0
21,Male,Computer Science,1,8.098047307,0,1,1
21,Male,Mechanical,0,6,1,1,0
20,Male,Information Technology,1,8,0,0,1
22,Male,Computer Science,1,5.974017889,0,0,1
20,Female,Information Technology,0,8,0,0,1
20,Male,Civil,0,9,0,0,1
20,Male,Information Technology,0,9,0,0,1
22,Male,Civil,1,8,0,0,1
22,Male,Mechanical,0,8.925741296,1,1,1
22,Male,Information Technology,1,7,1,0,0
21,Female,Computer Science,1,9,1,0,1
21,Male,Computer Science,0,7.997360139,0,0,1
22,Male,Mechanical,1,7,1,1,0
24,Female,Information Technology,1,7.090946526,0,0,0
21,Male,Computer Science,1,7,0,0,0
22,Male,Electronics And Communication,0,8,0,0,1
23,Male,Computer Science,1,5,0,0,1
20,Male,Computer Science,0,7,0,0,0
22,Male,Electronics And Communication,1,9,1,1,1
21,Male,Information Technology,2,8,0,0,1
22,Male,Civil,1,7.092574709,0,0,0
22,Male,Mechanical,2,6.936781483,1,0,0
19,Male,Electrical,2,7,0,0,1
19,Male,Computer Science,1,7,0,1,1
20,Female,Computer Science,0,7,1,0,0
21,Male,Computer Science,1,8,0,0,1
24,Male,Computer Science,0,6,0,1,1
21,Male,Information Technology,0,6.908001381,0,0,0
22,Female,Computer Science,1,6.040165456,1,0,0
22,Female,Computer Science,1,8,1,1,1
19,Male,Civil,1,8,0,0,1
23,Male,Information Technology,0,7,0,0,0
21,Female,Mechanical,1,6.932179609,1,0,0
21,Male,Computer Science,2,8,0,0,1
21,Male,Electrical,0,7,0,0,0
22,Male,Information Technology,1,8.95217654,0,0,1
21,Female,Computer Science,1,6,1,0,0
19,Male,Electrical,0,5,0,0,0
22,Male,Civil,0,6,0,0,0
20,Male,Electrical,1,6,0,0,0
21,Male,Mechanical,0,6,1,0,1
21,Male,Electrical,0,7,1,0,0
24,Female,Electronics And Communication,1,6.955072694,1,1,1
22,Female,Computer Science,2,6.930074703,1,1,1
21,Male,Computer Science,1,6,0,0,0
21,Male,Information Technology,1,8,0,1,1
19,Male,Electrical,0,7,0,0,0
22,Male,Information Technology,0,8.031336154,0,1,1
21,Male,Information Technology,0,8,0,0,1
21,Male,Information Technology,1,8,0,0,1
21,Male,Computer Science,0,7,0,0,0
20,Male,Computer Science,1,7,0,0,1
22,Male,Electronics And Communication,1,8,0,0,1
21,Male,Computer Science,1,7,0,0,0
20,Male,Civil,2,7,0,0,0
23,Male,Mechanical,0,6,1,1,1
22,Male,Electronics And Communication,1,6.052926179,0,0,0
21,Male,Electronics And Communication,2,7.097479368,0,0,1
22,Male,Computer Science,1,6.990382867,0,0,0
21,Male,Computer Science,1,6.045724141,0,0,0
21,Male,Information Technology,1,9,0,1,1
22,Male,Information Technology,1,6.05333747,0,0,1
22,Female,Computer Science,1,7,1,0,0
22,Female,Information Technology,1,8,0,0,1
22,Male,Mechanical,1,8,1,0,1
20,Male,Electrical,0,8,1,0,1
22,Male,Mechanical,1,7,1,0,0
22,Male,Information Technology,2,7,0,1,1
22,Male,Information Technology,0,7.955768261,0,0,1
24,Male,Mechanical,0,6,1,0,1
20,Male,Computer Science,0,8,0,1,1
19,Male,Mechanical,1,8,1,0,1
22,Female,Mechanical,1,6,1,0,0
21,Male,Information Technology,0,7,0,0,0
22,Male,Electrical,1,6.917693655,0,0,0
20,Male,Mechanical,0,8,1,0,1
22,Female,Mechanical,1,7.043545751,1,0,0
22,Male,Mechanical,0,5.926167269,1,0,0
19,Male,Mechanical,2,8,1,0,1
22,Male,Mechanical,0,8,1,0,1
21,Male,Electrical,0,8,0,0,1
21,Male,Electrical,1,7,0,0,1
22,Male,Information Technology,0,7,0,0,0
23,Male,Civil,0,8.010408714,0,0,1
22,Male,Computer Science,0,6.072047015,0,0,0
22,Male,Information Technology,1,8,0,1,1
21,Female,Computer Science,0,6,1,0,0
20,Male,Electronics And Communication,1,6,0,1,0
22,Male,Information Technology,0,7,0,0,0
20,Male,Electrical,1,7,0,0,1
22,Male,Information Technology,1,8,0,0,1
22,Male,Electronics And Communication,0,6,0,0,0
21,Male,Electronics And Communication,0,8,0,0,1
24,Male,Mechanical,0,7.080592337,1,0,0
21,Male,Computer Science,0,7.009774504,0,0,0
19,Male,Civil,0,8,1,1,1
26,Male,Electrical,2,8.019681202,1,0,1
22,Female,Computer Science,2,7,1,0,1
26,Male,Information Technology,1,7.93620877,0,0,1
20,Male,Information Technology,0,8,0,1,1
22,Female,Electrical,2,5.970427778,0,0,1
20,Male,Mechanical,0,6,1,1,0
22,Male,Computer Science,0,6,0,1,0
22,Male,Information Technology,1,7,0,0,0
20,Male,Computer Science,0,8,0,0,1
22,Female,Civil,1,8.073869429,0,0,1
20,Female,Mechanical,1,5.906354899,1,0,0
22,Male,Mechanical,1,6.064029737,1,0,0
21,Male,Information Technology,2,7,0,1,0
20,Male,Electrical,0,6,0,0,0
22,Male,Information Technology,1,6,0,0,1
21,Male,Computer Science,2,7,0,0,1
22,Male,Civil,0,7,0,0,0
22,Male,Electrical,1,5.914243005,1,1,0
22,Male,Civil,0,8,0,0,1
22,Male,Information Technology,2,7,1,0,1
22,Female,Information Technology,1,6.966326427,0,0,0
21,Female,Computer Science,0,6,1,1,0
20,Male,Mechanical,1,6,0,1,0
23,Male,Information Technology,0,7,0,0,0
19,Male,Computer Science,1,6,0,0,0
21,Male,Civil,1,7.948108323,0,0,1
21,Male,Mechanical,0,7,1,0,0
22,Female,Computer Science,0,9.063974551,1,1,1
21,Male,Computer Science,0,9,0,0,1
20,Male,Information Technology,0,6,0,0,0
22,Male,Information Technology,0,7,0,0,0
22,Male,Electronics And Communication,0,7,0,0,0
26,Male,Computer Science,1,5.960723612,0,0,1
22,Female,Information Technology,0,6.057951306,0,0,0
19,Male,Electronics And Communication,0,7,0,0,0
19,Male,Computer Science,0,7,0,0,0
20,Male,Information Technology,0,8,0,0,1
21,Male,Electrical,0,6.958308416,0,1,0
22,Female,Computer Science,2,6,1,0,1
20,Male,Electronics And Communication,0,8,0,0,1
22,Male,Information Technology,2,7,0,1,1
26,Male,Electronics And Communication,2,6,0,0,1
25,Male,Civil,0,8.960115653,1,0,1
21,Male,Electronics And Communication,0,8,0,0,1
22,Male,Electronics And Communication,0,7,0,0,0
21,Male,Information Technology,0,8,0,0,1
21,Female,Computer Science,0,7,1,0,1
20,Male,Mechanical,0,8,1,0,1
21,Female,Electrical,2,8.065246512,0,0,1
22,Female,Electronics And Communication,1,7,1,0,0
22,Male,Electronics And Communication,0,6.003122403,0,0,0
21,Male,Electrical,0,8,1,0,1
20,Male,Computer Science,0,6,0,1,0
21,Male,Mechanical,0,8,1,0,1
20,Male,Computer Science,0,7,0,0,0
21,Male,Information Technology,1,8,0,0,1
21,Male,Information Technology,1,6,0,0,0
23,Male,Mechanical,0,6,1,0,0
26,Female,Information Technology,0,6.013211562,0,0,1
21,Male,Civil,0,9.008543401,0,0,1
22,Male,Computer Science,1,7.940323213,0,0,1
20,Male,Civil,1,8,0,0,1
23,Male,Mechanical,0,8,1,1,1
21,Male,Information Technology,0,8,0,0,1
22,Male,Mechanical,0,7,1,0,0
23,Male,Computer Science,0,5.05108879,0,1,0
22,Male,Information Technology,0,6,0,0,0
22,Male,Computer Science,0,7,0,0,0
20,Male,Electronics And Communication,1,6,0,0,0
22,Male,Computer Science,0,8,0,0,1
21,Male,Mechanical,1,6.000787846,1,0,0
20,Female,Information Technology,1,7,1,0,1
21,Male,Information Technology,0,5,0,1,0
28,Female,Computer Science,3,7.973158783,1,0,1
20,Male,Civil,0,9,0,1,1
22,Male,Civil,0,8.068030645,1,1,1
21,Male,Mechanical,0,5.922500599,1,0,1
21,Female,Electronics And Communication,1,8,0,0,1
21,Male,Computer Science,1,7,0,0,0
22,Male,Computer Science,0,5.92960051,0,0,1
23,Female,Computer Science,0,7,1,1,0
23,Male,Electrical,1,8,0,0,1
21,Male,Information Technology,0,6.947063512,0,1,1
19,Male,Information Technology,2,8,0,0,1
22,Male,Mechanical,0,9,1,0,1
22,Male,Civil,1,7,0,1,0
22,Male,Computer Science,1,6,0,0,1
21,Male,Civil,1,6,0,0,0
20,Male,Civil,0,7.021061606,0,0,0
22,Male,Information Technology,0,8,0,0,1
21,Male,Information Technology,0,6,0,1,0
22,Female,Electronics And Communication,0,8,0,0,1
21,Male,Electronics And Communication,1,5.931320433,0,0,0
23,Male,Information Technology,0,7,0,0,0
21,Male,Computer Science,0,8,0,0,1
22,Male,Mechanical,0,6,1,0,0
22,Male,Electronics And Communication,0,8,0,0,1
21,Male,Electrical,1,6,0,0,1
22,Male,Civil,2,8,1,1,1
20,Male,Computer Science,0,6,0,0,0
20,Male,Electronics And Communication,0,9,0,0,1
22,Male,Computer Science,2,7,0,0,0
24,Male,Mechanical,0,5.935383721,1,0,1
21,Male,Mechanical,0,6.06473906,1,0,1
20,Male,Electrical,1,7,1,1,1
21,Male,Computer Science,0,7.00072491,0,1,0
19,Male,Computer Science,0,8,0,0,1
21,Female,Information Technology,0,7,0,0,0
20,Female,Computer Science,1,8,1,0,1
22,Female,Electronics And Communication,0,7.961360221,0,0,1
21,Male,Information Technology,1,6.910628279,0,0,0
21,Male,Civil,0,6,0,0,0
21,Male,Computer Science,0,5.930629994,0,1,0
21,Male,Civil,0,9,0,1,1
22,Male,Electronics And Communication,0,6.079249587,0,0,0
21,Female,Computer Science,0,8,1,0,1
22,Female,Information Technology,1,6,0,0,1
20,Male,Mechanical,0,8,1,0,1
22,Male,Information Technology,1,8,0,0,1
23,Male,Electronics And Communication,1,6.044919562,1,1,0
20,Male,Information Technology,1,7,0,0,1
21,Male,Information Technology,0,6,0,0,0
21,Male,Information Technology,0,8,0,0,1
21,Male,Civil,1,8,0,0,1
21,Male,Information Technology,0,8,0,0,1
21,Male,Computer Science,1,7,0,0,0
21,Female,Information Technology,0,8,0,0,1
21,Male,Information Technology,1,6,0,0,0
23,Male,Computer Science,1,6.076517659,0,0,0
22,Male,Computer Science,1,9,0,0,1
22,Male,Information Technology,0,7,0,0,1
21,Male,Computer Science,2,7,0,0,1
21,Male,Information Technology,1,5.917714758,0,0,0
26,Male,Computer Science,1,7,0,0,0
19,Female,Computer Science,1,7,1,0,0
21,Female,Computer Science,1,7,1,0,0
20,Male,Electronics And Communication,1,7,0,0,1
22,Male,Mechanical,1,8,1,0,1
21,Male,Computer Science,2,5.016949473,0,0,0
21,Male,Information Technology,0,7,0,0,0
22,Male,Information Technology,2,6.09042657,0,0,1
22,Male,Electrical,1,8,0,0,1
21,Male,Mechanical,0,6.065428911,1,0,1
21,Male,Computer Science,1,7.927124487,0,0,1
24,Male,Computer Science,1,7,0,0,1
23,Female,Computer Science,0,5,1,1,0
21,Male,Information Technology,2,8,0,1,1
22,Male,Civil,0,6,1,1,0
21,Male,Mechanical,1,6.050141646,1,0,0
21,Female,Information Technology,1,5,0,0,0
23,Male,Information Technology,1,8,0,0,1
22,Male,Information Technology,1,8,0,0,1
21,Male,Information Technology,0,7,0,0,0
21,Male,Electronics And Communication,0,8,0,0,1
21,Male,Mechanical,0,7,1,1,0
20,Male,Computer Science,0,6.016831358,0,0,0
21,Male,Computer Science,1,8,0,0,1
21,Male,Electrical,0,8,1,0,1
21,Male,Information Technology,1,6,0,0,0
21,Male,Mechanical,1,7,1,0,0
19,Male,Electronics And Communication,1,6,1,0,0
22,Female,Electronics And Communication,1,5,1,0,0
22,Male,Civil,2,6,1,0,1
22,Male,Mechanical,1,9.04533604,1,0,1
22,Male,Civil,0,6.079075237,0,0,0
24,Male,Civil,0,6.959797159,0,0,0
21,Male,Electronics And Communication,0,7,0,0,1
21,Male,Civil,1,8,0,1,1
22,Male,Electronics And Communication,2,7.046825784,0,1,0
22,Male,Electronics And Communication,1,8,1,1,1
22,Female,Electrical,1,6.952291501,1,1,0
22,Male,Information Technology,0,8,0,1,1
22,Female,Information Technology,0,6,0,0,0
22,Male,Mechanical,1,7,1,0,0
23,Male,Computer Science,2,6,0,0,1
21,Male,Information Technology,0,5,0,0,0
21,Female,Computer Science,0,7,1,1,0
26,Male,Mechanical,0,7.07850517,0,1,0
22,Male,Information Technology,0,6,0,1,1
20,Male,Electronics And Communication,1,7,0,0,1
19,Male,Computer Science,1,9,0,0,1
23,Male,Mechanical,0,7,1,0,0
24,Male,Mechanical,0,6.97397118,1,0,1
21,Male,Information Technology,2,9,0,0,1
22,Male,Civil,0,8,1,1,1
21,Male,Computer Science,1,7.958318421,0,0,1
21,Male,Civil,0,9,0,0,1
22,Male,Electronics And Communication,1,6.01992088,0,1,0
21,Male,Computer Science,0,6,0,0,0
20,Male,Information Technology,0,6,0,0,0
21,Male,Civil,0,8.092486731,1,0,1
21,Male,Computer Science,0,6,0,0,0
22,Male,Electrical,1,8,0,1,1
21,Male,Mechanical,2,6,1,0,1
21,Female,Electronics And Communication,1,8,0,0,1
19,Male,Computer Science,1,6,0,0,1
22,Male,Information Technology,3,8,0,0,1
21,Male,Mechanical,0,7,1,0,1
22,Male,Information Technology,0,7,0,0,0
20,Male,Electronics And Communication,0,8,0,1,1
22,Female,Electrical,1,8,0,0,1
20,Male,Civil,0,8,0,0,1
24,Female,Computer Science,1,8,1,0,1
21,Male,Electrical,1,6.099599823,0,1,0
22,Male,Mechanical,0,7,1,0,0
21,Male,Electronics And Communication,0,9,0,1,1
22,Female,Electronics And Communication,0,6,0,0,0
21,Female,Electrical,1,8,1,1,1
22,Male,Mechanical,0,5,1,0,0
20,Male,Computer Science,0,8,0,0,1
22,Male,Civil,0,6,1,1,0
